_id,workerId,taskID,forecast,treatment,timestamp
CvdGRnhMriT6cxKWE,e9f6cbe38038076a386c778088343e9cfacec2e08730e6ab0d4a87bf8d600a6d,7,0.28,1,1538816289683
wQGRx8ZERBC5gru4J,e9f6cbe38038076a386c778088343e9cfacec2e08730e6ab0d4a87bf8d600a6d,8,0.73,1,1538816289683
mqY2sXCpehT2Pa5wC,e9f6cbe38038076a386c778088343e9cfacec2e08730e6ab0d4a87bf8d600a6d,9,0.3,1,1538816289683
Y52izwFRv3sYkuNJq,e9f6cbe38038076a386c778088343e9cfacec2e08730e6ab0d4a87bf8d600a6d,10,0.78,1,1538816289683
KHi4qbEvu7zERn7nA,e9f6cbe38038076a386c778088343e9cfacec2e08730e6ab0d4a87bf8d600a6d,11,0.13,1,1538816289715
G68DYkCyXrCwfTbtX,e9f6cbe38038076a386c778088343e9cfacec2e08730e6ab0d4a87bf8d600a6d,12,0.75,1,1538816289717
dDFE2msQyw9sRoGPc,e9f6cbe38038076a386c778088343e9cfacec2e08730e6ab0d4a87bf8d600a6d,13,0.6,1,1538816295083
7q69Rr3AAu87BsMno,e9f6cbe38038076a386c778088343e9cfacec2e08730e6ab0d4a87bf8d600a6d,14,0.36,1,1538816295083
6E23MEHd4nuxvZHRi,e9f6cbe38038076a386c778088343e9cfacec2e08730e6ab0d4a87bf8d600a6d,15,0.28,1,1538816295083
8224674HWuZznMdx2,e9f6cbe38038076a386c778088343e9cfacec2e08730e6ab0d4a87bf8d600a6d,16,0.71,1,1538816295083
bqfaoAwnaJf8Gf82Z,e9f6cbe38038076a386c778088343e9cfacec2e08730e6ab0d4a87bf8d600a6d,17,0.72,1,1538816295118
58FtWWTk3k8LNZqAK,e9f6cbe38038076a386c778088343e9cfacec2e08730e6ab0d4a87bf8d600a6d,18,0.76,1,1538816295120
vf2E3Nj3uFrT8zPAF,2b30df0c4a0090514ee64184a47052d6e2c16b8bd28e4e4f74e443bddcb21f03,1,0.53,2,1538816272096
qonvLTgpqrd3cm295,2b30df0c4a0090514ee64184a47052d6e2c16b8bd28e4e4f74e443bddcb21f03,2,0.34,2,1538816272099
8xZ4yFTqZv9Lzmvx4,2b30df0c4a0090514ee64184a47052d6e2c16b8bd28e4e4f74e443bddcb21f03,3,0.72,2,1538816272100
Bqpefq8C7HqXSXJ4R,2b30df0c4a0090514ee64184a47052d6e2c16b8bd28e4e4f74e443bddcb21f03,4,0.6,2,1538816272103
aScgQPZRkQyyoEwbF,2b30df0c4a0090514ee64184a47052d6e2c16b8bd28e4e4f74e443bddcb21f03,5,0.44,2,1538816272104
H3KZmrM6foRLYAKeR,2b30df0c4a0090514ee64184a47052d6e2c16b8bd28e4e4f74e443bddcb21f03,6,0.18,2,1538816272105
r77Fupm2QWMbkcejf,c7dcd0a9000d809a7a7d75d83597e08077b5435fd95b7d84c8effd5f48d4d53d,7,0.62,2,1538816288265
ZEFg2dJ4AWDesBEiy,c7dcd0a9000d809a7a7d75d83597e08077b5435fd95b7d84c8effd5f48d4d53d,8,0.32,2,1538816288276
u4ASirrLGBgAb77Qc,c7dcd0a9000d809a7a7d75d83597e08077b5435fd95b7d84c8effd5f48d4d53d,9,0.83,2,1538816288283
H6mWS5F5LZEkQyY8N,c7dcd0a9000d809a7a7d75d83597e08077b5435fd95b7d84c8effd5f48d4d53d,10,0,2,1538816288286
DMcDJBwppXEyjz9Hf,c7dcd0a9000d809a7a7d75d83597e08077b5435fd95b7d84c8effd5f48d4d53d,11,0,2,1538816288288
N9DgqKDKm8NWrrsdW,c7dcd0a9000d809a7a7d75d83597e08077b5435fd95b7d84c8effd5f48d4d53d,12,0,2,1538816288291
bMaxoLXCnRAPmmMJw,c7dcd0a9000d809a7a7d75d83597e08077b5435fd95b7d84c8effd5f48d4d53d,13,0.39,2,1538816360406
ZTyn6FN7HpQnfgPji,c7dcd0a9000d809a7a7d75d83597e08077b5435fd95b7d84c8effd5f48d4d53d,14,0.19,2,1538816360409
bv3Tc4ZYQwtFHdQqv,c7dcd0a9000d809a7a7d75d83597e08077b5435fd95b7d84c8effd5f48d4d53d,15,0.69,2,1538816360413
GkoEe7zJQrZN3wB5T,c7dcd0a9000d809a7a7d75d83597e08077b5435fd95b7d84c8effd5f48d4d53d,16,0.62,2,1538816360427
v97Z5GcPcX53k8uNp,c7dcd0a9000d809a7a7d75d83597e08077b5435fd95b7d84c8effd5f48d4d53d,17,0.24,2,1538816360429
gPBLnZrYppYL3xHms,c7dcd0a9000d809a7a7d75d83597e08077b5435fd95b7d84c8effd5f48d4d53d,18,0.14,2,1538816360431
qBkYsJQLxbjoqSzPb,40486fb44a606f07aa05ae04c769d1b51534e657c8bfd051e8f1c43bbfa83fec,1,0.7,4,1538816435952
Gxg9CxNLn5SXemrWs,40486fb44a606f07aa05ae04c769d1b51534e657c8bfd051e8f1c43bbfa83fec,2,0.4,4,1538816435954
3BH3B3mWcMXkeBeve,40486fb44a606f07aa05ae04c769d1b51534e657c8bfd051e8f1c43bbfa83fec,3,0.2,4,1538816435956
TpR4Z6NeM7Y8zKb3C,40486fb44a606f07aa05ae04c769d1b51534e657c8bfd051e8f1c43bbfa83fec,4,0.8,4,1538816435957
Fmv3ZxhiWGuKK48AK,40486fb44a606f07aa05ae04c769d1b51534e657c8bfd051e8f1c43bbfa83fec,5,0.6,4,1538816435958
7jd2x3WwTXi8KAEXZ,40486fb44a606f07aa05ae04c769d1b51534e657c8bfd051e8f1c43bbfa83fec,6,0.6,4,1538816435958
6zCHnJC9ApjcK4acd,2b30df0c4a0090514ee64184a47052d6e2c16b8bd28e4e4f74e443bddcb21f03,7,0.77,2,1538816475603
4JcYxPxEwGAARAPX7,2b30df0c4a0090514ee64184a47052d6e2c16b8bd28e4e4f74e443bddcb21f03,8,0.65,2,1538816475606
L3uwLynAdC6jzriDh,2b30df0c4a0090514ee64184a47052d6e2c16b8bd28e4e4f74e443bddcb21f03,9,0.56,2,1538816475609
C842c38jWdaQHbpEg,2b30df0c4a0090514ee64184a47052d6e2c16b8bd28e4e4f74e443bddcb21f03,10,0.15,2,1538816475611
qtZ8LwXHPPYEA8FRb,2b30df0c4a0090514ee64184a47052d6e2c16b8bd28e4e4f74e443bddcb21f03,11,0.25,2,1538816475613
ZefuiiXxrw4jDBMpn,2b30df0c4a0090514ee64184a47052d6e2c16b8bd28e4e4f74e443bddcb21f03,12,0.13,2,1538816475614
CajN2KMTFtbhQWARq,40486fb44a606f07aa05ae04c769d1b51534e657c8bfd051e8f1c43bbfa83fec,7,0.65,4,1538816533910
vymrNfuQ7av32EyPe,40486fb44a606f07aa05ae04c769d1b51534e657c8bfd051e8f1c43bbfa83fec,8,0.4,4,1538816533911
rY8B5ymtYqiFwqqbY,40486fb44a606f07aa05ae04c769d1b51534e657c8bfd051e8f1c43bbfa83fec,9,0.4,4,1538816533911
5scLpJQdDLwKgsWQC,40486fb44a606f07aa05ae04c769d1b51534e657c8bfd051e8f1c43bbfa83fec,10,0.1,4,1538816533912
vdqhin2LgE5byX5rp,40486fb44a606f07aa05ae04c769d1b51534e657c8bfd051e8f1c43bbfa83fec,11,0.05,4,1538816533913
mTfjPKkLt9QDGboxM,40486fb44a606f07aa05ae04c769d1b51534e657c8bfd051e8f1c43bbfa83fec,12,0.08,4,1538816533915
Xo52iB7zHzCkw9nMZ,40486fb44a606f07aa05ae04c769d1b51534e657c8bfd051e8f1c43bbfa83fec,13,0.2,4,1538816697741
jmr8JKecYJkTzmpck,40486fb44a606f07aa05ae04c769d1b51534e657c8bfd051e8f1c43bbfa83fec,14,0.75,4,1538816697744
JfQBKyKjaF6wLNYnh,40486fb44a606f07aa05ae04c769d1b51534e657c8bfd051e8f1c43bbfa83fec,15,0.2,4,1538816697745
eEMwumbbuDSM3FYyR,40486fb44a606f07aa05ae04c769d1b51534e657c8bfd051e8f1c43bbfa83fec,16,0.2,4,1538816697747
4yCsNcaKcigL5ZhTD,40486fb44a606f07aa05ae04c769d1b51534e657c8bfd051e8f1c43bbfa83fec,17,0.09,4,1538816697748
ioo3A6ndtYM47tkTf,40486fb44a606f07aa05ae04c769d1b51534e657c8bfd051e8f1c43bbfa83fec,18,0.1,4,1538816697748
YZn7jG87KSLTNMvE5,2b30df0c4a0090514ee64184a47052d6e2c16b8bd28e4e4f74e443bddcb21f03,13,0.6,2,1538816727913
EDsC4RWtBadHdoTqF,2b30df0c4a0090514ee64184a47052d6e2c16b8bd28e4e4f74e443bddcb21f03,14,0.29,2,1538816727919
RbcazSHtjsKiPap4S,2b30df0c4a0090514ee64184a47052d6e2c16b8bd28e4e4f74e443bddcb21f03,15,0.11,2,1538816727922
ZivXLdszQm48JbXbA,2b30df0c4a0090514ee64184a47052d6e2c16b8bd28e4e4f74e443bddcb21f03,16,0.37,2,1538816727926
QLbAZ42pt5fHhhvu8,2b30df0c4a0090514ee64184a47052d6e2c16b8bd28e4e4f74e443bddcb21f03,17,1,2,1538816727928
KgTuCNKbcarF3A7Qu,2b30df0c4a0090514ee64184a47052d6e2c16b8bd28e4e4f74e443bddcb21f03,18,0.67,2,1538816727929
qTeM9vyQ396Q689LZ,09acb0071ad216c4517ed0ae41fc5770aab8c57799b81dcfd1b199e40b2f10cd,1,0.6,4,1538817584279
Y9qoHacYrDLDTywds,09acb0071ad216c4517ed0ae41fc5770aab8c57799b81dcfd1b199e40b2f10cd,2,0.39,4,1538817584281
iPM7CrY9NcBM7hzg3,09acb0071ad216c4517ed0ae41fc5770aab8c57799b81dcfd1b199e40b2f10cd,3,0.57,4,1538817584281
idxgjFBRuAsRNnise,09acb0071ad216c4517ed0ae41fc5770aab8c57799b81dcfd1b199e40b2f10cd,4,0.68,4,1538817584282
gArN9fQyouATmPCSR,09acb0071ad216c4517ed0ae41fc5770aab8c57799b81dcfd1b199e40b2f10cd,5,0.72,4,1538817584283
AZrumHdsmsGxumfNw,09acb0071ad216c4517ed0ae41fc5770aab8c57799b81dcfd1b199e40b2f10cd,6,0.4,4,1538817584284
KXuPEnWacQKrMXapa,09acb0071ad216c4517ed0ae41fc5770aab8c57799b81dcfd1b199e40b2f10cd,7,0.58,4,1538817631882
toN3587S7xx2uCrQy,09acb0071ad216c4517ed0ae41fc5770aab8c57799b81dcfd1b199e40b2f10cd,8,0.42,4,1538817631883
nMh6coQL83TZMHTYP,09acb0071ad216c4517ed0ae41fc5770aab8c57799b81dcfd1b199e40b2f10cd,9,0.36,4,1538817631884
mbpswg2oePgcTwem4,09acb0071ad216c4517ed0ae41fc5770aab8c57799b81dcfd1b199e40b2f10cd,10,0.8,4,1538817631884
baAGBH4HvM7Zr4Z4W,09acb0071ad216c4517ed0ae41fc5770aab8c57799b81dcfd1b199e40b2f10cd,11,0.45,4,1538817631884
GWX9APtwy48sDcbGo,09acb0071ad216c4517ed0ae41fc5770aab8c57799b81dcfd1b199e40b2f10cd,12,0.6,4,1538817631885
gce6Cz6kF3YRh2M3N,09acb0071ad216c4517ed0ae41fc5770aab8c57799b81dcfd1b199e40b2f10cd,13,0.81,4,1538817673016
Mi2Cg7Cu9vodrmGxk,09acb0071ad216c4517ed0ae41fc5770aab8c57799b81dcfd1b199e40b2f10cd,14,0.69,4,1538817673016
gpggJqp8S3HnqKSPx,09acb0071ad216c4517ed0ae41fc5770aab8c57799b81dcfd1b199e40b2f10cd,15,0.44,4,1538817673017
KwKuQK3BWhJEXM9ZZ,09acb0071ad216c4517ed0ae41fc5770aab8c57799b81dcfd1b199e40b2f10cd,16,0.35,4,1538817673018
cZLfyZoEmX9wagtGC,09acb0071ad216c4517ed0ae41fc5770aab8c57799b81dcfd1b199e40b2f10cd,17,0.64,4,1538817673019
Tsp3HCaXobkZnGMWe,09acb0071ad216c4517ed0ae41fc5770aab8c57799b81dcfd1b199e40b2f10cd,18,0.54,4,1538817673019
a29KixjFgvSbgzA2G,9252a44986ee93abaaf5d9d7719cc28cc711a27f0c1a9b191657eaa3c73c7244,1,0.1,3,1538817684243
FobpvezFQdJvyLaL3,9252a44986ee93abaaf5d9d7719cc28cc711a27f0c1a9b191657eaa3c73c7244,2,0.1,3,1538817684244
ffChaBq6cqGRcqLX5,9252a44986ee93abaaf5d9d7719cc28cc711a27f0c1a9b191657eaa3c73c7244,3,0.9,3,1538817684244
q2Ekj6NKr2QPTeLtc,9252a44986ee93abaaf5d9d7719cc28cc711a27f0c1a9b191657eaa3c73c7244,4,0.9,3,1538817684245
MDC2RiFWfMMEhtyQb,9252a44986ee93abaaf5d9d7719cc28cc711a27f0c1a9b191657eaa3c73c7244,5,0.1,3,1538817684246
uCRnKZWkQXgeejoDF,9252a44986ee93abaaf5d9d7719cc28cc711a27f0c1a9b191657eaa3c73c7244,6,0.1,3,1538817684246
J23AKY6PzMdyxmvsa,e93eb224f124abc549606d2672d0e8a3b9c1e2fff510c3b64e7557dd6a67c5f6,1,0.76,2,1538817696085
6AXkGnDdGCLngs63E,e93eb224f124abc549606d2672d0e8a3b9c1e2fff510c3b64e7557dd6a67c5f6,2,0.8,2,1538817696089
PbtgXbKKZj5HYxwDn,e93eb224f124abc549606d2672d0e8a3b9c1e2fff510c3b64e7557dd6a67c5f6,3,0.72,2,1538817696090
DYty7M4gyTXuknAvJ,e93eb224f124abc549606d2672d0e8a3b9c1e2fff510c3b64e7557dd6a67c5f6,4,0.2,2,1538817696091
Ze5pkYMRc6TARTn4n,e93eb224f124abc549606d2672d0e8a3b9c1e2fff510c3b64e7557dd6a67c5f6,5,0.74,2,1538817696091
zRn74QsnshXzTJYkS,e93eb224f124abc549606d2672d0e8a3b9c1e2fff510c3b64e7557dd6a67c5f6,6,0.39,2,1538817696092
JQrLNv2M8552B4LWz,40f8cd6b67fa9929558ce2d0a823ba8091473ca58ceafc38b9e0d9d3f6b85535,1,0.79,4,1538817743978
4LQJ2RrirkJeinsPa,40f8cd6b67fa9929558ce2d0a823ba8091473ca58ceafc38b9e0d9d3f6b85535,2,0.72,4,1538817743979
4rz9bo94eS5jYanWA,40f8cd6b67fa9929558ce2d0a823ba8091473ca58ceafc38b9e0d9d3f6b85535,3,0.39,4,1538817743981
5MSibsaXG4w5hiiEY,40f8cd6b67fa9929558ce2d0a823ba8091473ca58ceafc38b9e0d9d3f6b85535,4,0.67,4,1538817743982
J5GJ73Mvp2YvDDQBo,40f8cd6b67fa9929558ce2d0a823ba8091473ca58ceafc38b9e0d9d3f6b85535,5,0.61,4,1538817743983
fhcP2spiYxXfGTXhr,40f8cd6b67fa9929558ce2d0a823ba8091473ca58ceafc38b9e0d9d3f6b85535,6,0.83,4,1538817743984
SnWx8545oihDiGDZL,e93eb224f124abc549606d2672d0e8a3b9c1e2fff510c3b64e7557dd6a67c5f6,7,0.82,2,1538817745752
YMBhRiuZBQjM4ctW8,e93eb224f124abc549606d2672d0e8a3b9c1e2fff510c3b64e7557dd6a67c5f6,8,0.75,2,1538817745754
aALRNoKQ9Bj23ySSQ,e93eb224f124abc549606d2672d0e8a3b9c1e2fff510c3b64e7557dd6a67c5f6,9,0.23,2,1538817745755
uYtgzNBRoytGwLFsR,e93eb224f124abc549606d2672d0e8a3b9c1e2fff510c3b64e7557dd6a67c5f6,10,0.81,2,1538817745756
QTXaSpqrMsy3gjN3Y,e93eb224f124abc549606d2672d0e8a3b9c1e2fff510c3b64e7557dd6a67c5f6,11,0.82,2,1538817745757
6wkGroeKK6j3XLYLB,e93eb224f124abc549606d2672d0e8a3b9c1e2fff510c3b64e7557dd6a67c5f6,12,0.79,2,1538817745758
WhXaKBXTJKzKZeBeM,40f8cd6b67fa9929558ce2d0a823ba8091473ca58ceafc38b9e0d9d3f6b85535,7,0.62,4,1538817751706
DvjuBwPkRdMqQW5wn,40f8cd6b67fa9929558ce2d0a823ba8091473ca58ceafc38b9e0d9d3f6b85535,8,0.19,4,1538817751706
WdcisC7pNoZ9osS8M,40f8cd6b67fa9929558ce2d0a823ba8091473ca58ceafc38b9e0d9d3f6b85535,9,0.87,4,1538817751707
rScNHQN23BZQixCZM,40f8cd6b67fa9929558ce2d0a823ba8091473ca58ceafc38b9e0d9d3f6b85535,10,0.85,4,1538817751709
K4JXtnBYaJZH37a3Y,40f8cd6b67fa9929558ce2d0a823ba8091473ca58ceafc38b9e0d9d3f6b85535,11,0.94,4,1538817751709
b6NRv8CLnth5Fv2kP,40f8cd6b67fa9929558ce2d0a823ba8091473ca58ceafc38b9e0d9d3f6b85535,12,0.57,4,1538817751711
feSTqzJbHksJABjTP,40f8cd6b67fa9929558ce2d0a823ba8091473ca58ceafc38b9e0d9d3f6b85535,13,0.76,4,1538817762172
LC2vpuTC2HQydgWNc,40f8cd6b67fa9929558ce2d0a823ba8091473ca58ceafc38b9e0d9d3f6b85535,14,0.41,4,1538817762173
riGwBDE4h8wutJSqf,40f8cd6b67fa9929558ce2d0a823ba8091473ca58ceafc38b9e0d9d3f6b85535,15,0.77,4,1538817762174
d7psiiFtsKH4D9RDQ,40f8cd6b67fa9929558ce2d0a823ba8091473ca58ceafc38b9e0d9d3f6b85535,16,0.17,4,1538817762176
oXbyRLh2QzJDZXcuB,40f8cd6b67fa9929558ce2d0a823ba8091473ca58ceafc38b9e0d9d3f6b85535,17,0.59,4,1538817762177
37sDBRz7xLpF8v3G5,40f8cd6b67fa9929558ce2d0a823ba8091473ca58ceafc38b9e0d9d3f6b85535,18,0.72,4,1538817762178
Pey75Hax6p2rEpBsi,9252a44986ee93abaaf5d9d7719cc28cc711a27f0c1a9b191657eaa3c73c7244,7,1,3,1538817792869
KQaD8AhegHd4k5GeQ,9252a44986ee93abaaf5d9d7719cc28cc711a27f0c1a9b191657eaa3c73c7244,8,1,3,1538817792870
EEhoSjmvMD5zYxinJ,9252a44986ee93abaaf5d9d7719cc28cc711a27f0c1a9b191657eaa3c73c7244,9,0,3,1538817792871
4J8ay66moCJiFm3Zp,9252a44986ee93abaaf5d9d7719cc28cc711a27f0c1a9b191657eaa3c73c7244,10,0.25,3,1538817792871
aGcsPb9yQvmJsFhE8,9252a44986ee93abaaf5d9d7719cc28cc711a27f0c1a9b191657eaa3c73c7244,11,1,3,1538817792872
pcKMaMfzQLw9juqTD,9252a44986ee93abaaf5d9d7719cc28cc711a27f0c1a9b191657eaa3c73c7244,12,0.25,3,1538817792872
4nExFQtYCwa2ptiKd,e93eb224f124abc549606d2672d0e8a3b9c1e2fff510c3b64e7557dd6a67c5f6,13,0.95,2,1538817802100
RTnZPtnbBAFW5jjiD,e93eb224f124abc549606d2672d0e8a3b9c1e2fff510c3b64e7557dd6a67c5f6,14,0.78,2,1538817802104
aqPMvdB9NQ9RuKnLp,e93eb224f124abc549606d2672d0e8a3b9c1e2fff510c3b64e7557dd6a67c5f6,15,0.79,2,1538817802105
7Cj4QEa88oYY6Cs4t,e93eb224f124abc549606d2672d0e8a3b9c1e2fff510c3b64e7557dd6a67c5f6,16,0.22,2,1538817802106
8BW582oh3f6ubKHqd,e93eb224f124abc549606d2672d0e8a3b9c1e2fff510c3b64e7557dd6a67c5f6,17,0.23,2,1538817802107
GvEXEsiFKTpH2jGBL,e93eb224f124abc549606d2672d0e8a3b9c1e2fff510c3b64e7557dd6a67c5f6,18,0.14,2,1538817802107
bSYTDSW8iTCnTvp7r,9252a44986ee93abaaf5d9d7719cc28cc711a27f0c1a9b191657eaa3c73c7244,13,0.9,3,1538817889863
scbpc5kfWXByAh2QG,9252a44986ee93abaaf5d9d7719cc28cc711a27f0c1a9b191657eaa3c73c7244,14,0.1,3,1538817889863
WfZAWTsT5WNPQgS8n,9252a44986ee93abaaf5d9d7719cc28cc711a27f0c1a9b191657eaa3c73c7244,15,0.3,3,1538817889864
j7aermv5mFad7aBhd,9252a44986ee93abaaf5d9d7719cc28cc711a27f0c1a9b191657eaa3c73c7244,16,0.5,3,1538817889865
raHR7tpwimidTpdC9,9252a44986ee93abaaf5d9d7719cc28cc711a27f0c1a9b191657eaa3c73c7244,17,0,3,1538817889866
9bnLyX2DZwJfNCvTP,9252a44986ee93abaaf5d9d7719cc28cc711a27f0c1a9b191657eaa3c73c7244,18,1,3,1538817889866
skbe8wfcEn7cyvPyQ,521fd8932679145e7c1bf53bffa8573835a41c6b19a1c8ab34fa356605a27a34,1,0.4,3,1538817892369
ineGBqCbuYyYbuJii,521fd8932679145e7c1bf53bffa8573835a41c6b19a1c8ab34fa356605a27a34,2,0.2,3,1538817892369
bpqCSgdLtYrB9oEc6,521fd8932679145e7c1bf53bffa8573835a41c6b19a1c8ab34fa356605a27a34,3,0.07,3,1538817892370
buk8ZEmdGpdwa4ssj,521fd8932679145e7c1bf53bffa8573835a41c6b19a1c8ab34fa356605a27a34,4,0.45,3,1538817892370
jrHbZLcGkJCCvfqQx,521fd8932679145e7c1bf53bffa8573835a41c6b19a1c8ab34fa356605a27a34,5,0.641,3,1538817892370
pNS3WfLxCKvNzYTik,521fd8932679145e7c1bf53bffa8573835a41c6b19a1c8ab34fa356605a27a34,6,0.25,3,1538817892371
pQGioBMMmrXwB8Nzu,521fd8932679145e7c1bf53bffa8573835a41c6b19a1c8ab34fa356605a27a34,7,0.3,3,1538818002295
zuH2DDs4W66HZz4LW,521fd8932679145e7c1bf53bffa8573835a41c6b19a1c8ab34fa356605a27a34,8,0.5,3,1538818002296
ohs5kdcTRJDsKSCjR,521fd8932679145e7c1bf53bffa8573835a41c6b19a1c8ab34fa356605a27a34,9,0.45,3,1538818002296
hCXiiXnJvxsfRYGKt,521fd8932679145e7c1bf53bffa8573835a41c6b19a1c8ab34fa356605a27a34,10,0.2,3,1538818002297
KTQN6Ponw5bN89Yp9,521fd8932679145e7c1bf53bffa8573835a41c6b19a1c8ab34fa356605a27a34,11,0.6,3,1538818002297
d3iZCG4fHnGmfuGnn,521fd8932679145e7c1bf53bffa8573835a41c6b19a1c8ab34fa356605a27a34,12,0.6,3,1538818002297
sRpAEWopvabkHM6kH,521fd8932679145e7c1bf53bffa8573835a41c6b19a1c8ab34fa356605a27a34,13,0.15,3,1538818085119
2oaAs8LpzcswTMLnt,521fd8932679145e7c1bf53bffa8573835a41c6b19a1c8ab34fa356605a27a34,14,0.42,3,1538818085120
CdyGSFyWwgHyKTehr,521fd8932679145e7c1bf53bffa8573835a41c6b19a1c8ab34fa356605a27a34,15,0.55,3,1538818085120
72FhHaaSfPHAsY2iY,521fd8932679145e7c1bf53bffa8573835a41c6b19a1c8ab34fa356605a27a34,16,0.15,3,1538818085121
gDt4p3gSExucFb7fb,521fd8932679145e7c1bf53bffa8573835a41c6b19a1c8ab34fa356605a27a34,17,0.7,3,1538818085121
pSBGYhB95QS79J4vH,521fd8932679145e7c1bf53bffa8573835a41c6b19a1c8ab34fa356605a27a34,18,0.1,3,1538818085121
dozic2i6Lc7wuNDny,d78dd0e029fb6858b6671a50b91a9a5893a79f85f3f9b3d71f52270b6c5822dd,1,0.23,4,1538818384889
zew7FfYASFahzBArM,d78dd0e029fb6858b6671a50b91a9a5893a79f85f3f9b3d71f52270b6c5822dd,2,0.17,4,1538818384894
naCrCPtfpbAgBzSW3,d78dd0e029fb6858b6671a50b91a9a5893a79f85f3f9b3d71f52270b6c5822dd,3,0.24,4,1538818384897
mLXgZqfq3mZfMR9YY,d78dd0e029fb6858b6671a50b91a9a5893a79f85f3f9b3d71f52270b6c5822dd,4,0.74,4,1538818384900
jtCrpvafnCL4gS6he,d78dd0e029fb6858b6671a50b91a9a5893a79f85f3f9b3d71f52270b6c5822dd,5,0.83,4,1538818384904
SBt8BGXWScsiMQ9JM,d78dd0e029fb6858b6671a50b91a9a5893a79f85f3f9b3d71f52270b6c5822dd,6,0.23,4,1538818384908
SDhvooZWv6QR2BtuA,6c3a9ade796b3c38ccec2fb6006883065f677bd689c50ca9224b26258a812111,1,0.24,4,1538818390665
kepGsmuemLEaXfwGf,6c3a9ade796b3c38ccec2fb6006883065f677bd689c50ca9224b26258a812111,2,0.6,4,1538818390666
Te4jFQqB9yXfyTann,6c3a9ade796b3c38ccec2fb6006883065f677bd689c50ca9224b26258a812111,3,0.35,4,1538818390667
rd6R8XkwLZjiKbnqc,6c3a9ade796b3c38ccec2fb6006883065f677bd689c50ca9224b26258a812111,4,0.95,4,1538818390668
BrN4cacfae5t746Sa,6c3a9ade796b3c38ccec2fb6006883065f677bd689c50ca9224b26258a812111,5,0.62,4,1538818390670
wquCvvTgLxJhDR5Eu,6c3a9ade796b3c38ccec2fb6006883065f677bd689c50ca9224b26258a812111,6,0.33,4,1538818390672
KmwpcPZxpH2NE7fFq,6c3a9ade796b3c38ccec2fb6006883065f677bd689c50ca9224b26258a812111,7,0.72,4,1538818399422
fFRxpxMnewSZzbmFX,6c3a9ade796b3c38ccec2fb6006883065f677bd689c50ca9224b26258a812111,8,0.88,4,1538818399423
XX2Ba5iFrwsnDZ7ut,6c3a9ade796b3c38ccec2fb6006883065f677bd689c50ca9224b26258a812111,9,0.39,4,1538818399425
H68oJY7tsYtHMdH7N,6c3a9ade796b3c38ccec2fb6006883065f677bd689c50ca9224b26258a812111,10,0.76,4,1538818399426
rgqYnWdwKz52aE6vQ,6c3a9ade796b3c38ccec2fb6006883065f677bd689c50ca9224b26258a812111,11,0.27,4,1538818399427
BfdLYE3cpSHyfkPfo,6c3a9ade796b3c38ccec2fb6006883065f677bd689c50ca9224b26258a812111,12,0.76,4,1538818399428
xBBTif8P7AsHRDpCb,6c3a9ade796b3c38ccec2fb6006883065f677bd689c50ca9224b26258a812111,13,0.33,4,1538818408171
roGsdQEfnktdzenjw,6c3a9ade796b3c38ccec2fb6006883065f677bd689c50ca9224b26258a812111,14,0.7,4,1538818408172
d6uTJoCtRbEkFo6u4,6c3a9ade796b3c38ccec2fb6006883065f677bd689c50ca9224b26258a812111,15,0.47,4,1538818408172
SnAaf4tizohGEqtD6,6c3a9ade796b3c38ccec2fb6006883065f677bd689c50ca9224b26258a812111,16,0.67,4,1538818408174
YaNsa8KszsjywJqvd,6c3a9ade796b3c38ccec2fb6006883065f677bd689c50ca9224b26258a812111,17,0.62,4,1538818408175
ZKoYFGxX8zv5XRAie,6c3a9ade796b3c38ccec2fb6006883065f677bd689c50ca9224b26258a812111,18,0.61,4,1538818408178
5vePM3gkZw8Ejvw93,d78dd0e029fb6858b6671a50b91a9a5893a79f85f3f9b3d71f52270b6c5822dd,7,0.25,4,1538818411337
kJdsFrmCtjr7ss7qQ,d78dd0e029fb6858b6671a50b91a9a5893a79f85f3f9b3d71f52270b6c5822dd,8,0.67,4,1538818411339
eXYhBpX858qfFSN5F,d78dd0e029fb6858b6671a50b91a9a5893a79f85f3f9b3d71f52270b6c5822dd,9,0.8,4,1538818411341
kqtPCe7JntHmcLAsK,d78dd0e029fb6858b6671a50b91a9a5893a79f85f3f9b3d71f52270b6c5822dd,10,0.29,4,1538818411342
oodJQBFciGnwco8WC,d78dd0e029fb6858b6671a50b91a9a5893a79f85f3f9b3d71f52270b6c5822dd,11,0.64,4,1538818411342
T7EKrp2PeCFt5dyRQ,d78dd0e029fb6858b6671a50b91a9a5893a79f85f3f9b3d71f52270b6c5822dd,12,0.94,4,1538818411344
7ZrdfnuDHiqwKK7rM,d78dd0e029fb6858b6671a50b91a9a5893a79f85f3f9b3d71f52270b6c5822dd,13,0.19,4,1538818441130
X3geathKH3xs2o8C2,d78dd0e029fb6858b6671a50b91a9a5893a79f85f3f9b3d71f52270b6c5822dd,14,0.9,4,1538818441137
A8TH42SwvktwW8HmD,d78dd0e029fb6858b6671a50b91a9a5893a79f85f3f9b3d71f52270b6c5822dd,15,0.82,4,1538818441143
iWTCpGjkcrdYqyXfp,d78dd0e029fb6858b6671a50b91a9a5893a79f85f3f9b3d71f52270b6c5822dd,16,0.32,4,1538818441144
