_id,workerId,taskID,forecast,treatment,timestamp,Category,BrierScore,PPPayment
Q6G9mg9k5b4CMf8ay,372271a4,12,0.49,2,1538783802320,Politics,0.48019999999999996,0.445
Frbbgvg4K8esjGhLw,372271a4,13,0.63,2,1538783857806,Entertainment,0.7938000000000001,0.52
bEW3HcuWBXj7oPQJ7,372271a4,14,0.65,2,1538783857808,Entertainment,0.24499999999999997,0.56
Ac5Y9hrG6kpKhvagA,372271a4,15,0.94,2,1538783857810,Entertainment,1.7671999999999999,0.565
WzhgsYf84CyMB7RvL,372271a4,16,0.83,2,1538783857812,Entertainment,0.057800000000000025,0.565
DjpiWBY8sX9mcd7f4,372271a4,17,0.28,2,1538783857814,Entertainment,0.15680000000000002,0.395
TpKwJ8xuD4nGzp7Fa,372271a4,18,0.89,2,1538783857816,Entertainment,1.5842,0.495
PTaT5NByzqBhvtB2e,f280baf1,7,0,2,1538837512655,Politics,0,0.23
aHHtYdzcj28r4RzBh,f280baf1,8,0.23,2,1538837512656,Politics,1.1858,0.47
ALxefKkNnmzKzfuHj,f280baf1,9,0.22,2,1538837512657,Politics,0.0968,0.48
bJEqeQw9oMQ2qQ7Mg,f280baf1,10,0.92,2,1538837512661,Politics,1.6928,0.4
mRnrp7MByYPkT2R7m,f280baf1,11,0.48,2,1538837512663,Politics,0.4608,0.545
zPW5EgA3tAevbCXph,f280baf1,12,0.22,2,1538837512663,Politics,0.0968,0.49
L8Sy3NTsmNeyK7jmc,f280baf1,13,0.13,2,1538837593135,Entertainment,0.033800000000000004,0.29
gKQJCmAqTfgREReWk,f280baf1,14,0.9,2,1538837593136,Entertainment,0.01999999999999999,0.59
TR4is772cJagXnt7X,f280baf1,15,0.84,2,1538837593137,Entertainment,1.4111999999999998,0.53
YR5zjr2Pq3d3cpF4n,f280baf1,16,0.51,2,1538837593138,Entertainment,0.48019999999999996,0.605
LETJyd7NLkLHmLbmc,f280baf1,17,0.91,2,1538837593138,Entertainment,1.6562000000000001,0.49
TGP3bSFfGpiHuNXXJ,f280baf1,18,0.52,2,1538837593140,Entertainment,0.5408000000000001,0.56
6LY6EwMuGsumHsb6z,85b63d0a,1,0.23,2,1538838645686,Sports,1.1858,0.425
4urJWfTtQcSPGCDFE,85b63d0a,2,0.54,2,1538838645688,Sports,0.5832,0.67
2tshJLMf8kZxECztn,85b63d0a,3,0.12,2,1538838645690,Sports,0.0288,0.61
8g4FtsxqXbvx7jmn2,85b63d0a,4,0.68,2,1538838645692,Sports,0.20479999999999993,0.745
hbDkNgNy7Mx5Sd4D4,85b63d0a,5,0.55,2,1538838645694,Sports,0.6050000000000001,0.635
HrZWYfDEpuyz4R8Yp,85b63d0a,6,0.21,2,1538838645696,Sports,0.08819999999999999,0.59
NH3JvKNA8p6GTuSfS,16bb2786,1,0.2,2,1538838690372,Sports,1.2800000000000002,0.355
hoB85W9P85ib5HY97,16bb2786,2,0.85,2,1538838690372,Sports,1.4449999999999998,0.58
ZWs4LcLFXWDa6Dow4,16bb2786,3,0.5,2,1538838690372,Sports,0.5,0.565
Wg6aDthXBxYCQB9xZ,16bb2786,4,0.5,2,1538838690373,Sports,0.5,0.63
uLEGkbhLgxbFWc793,16bb2786,5,0.25,2,1538838690373,Sports,0.125,0.495
hDN9NBy8CHc5GNfgT,16bb2786,6,0.75,2,1538838690374,Sports,1.125,0.555
eApbBpoTdyyFg8bRG,85b63d0a,7,0.63,2,1538838817044,Politics,0.7938000000000001,0.705
S6wfkHCFzRCvp7Hfn,85b63d0a,8,0.23,2,1538838817047,Politics,1.1858,0.535
SGaXnJsZGMtmyLcYy,85b63d0a,9,0.03,2,1538838817049,Politics,0.0018,0.31
5zGzMMpwEobx8ydxG,85b63d0a,10,0.1,2,1538838817050,Politics,0.020000000000000004,0.61
gSi6HJEEEXzN9Pzg4,85b63d0a,11,0.06,2,1538838817052,Politics,0.0072,0.445
wkYnaBLajNxQi8Evj,85b63d0a,12,0.06,2,1538838817055,Politics,0.0072,0.455
hrmRqfkvWWahLj4Pr,78d6fdb8,1,0.24,2,1538838966271,Sports,1.1552,0.415
F2N8Cyyuyrpb9roqz,78d6fdb8,2,0.17,2,1538838966273,Sports,0.05780000000000001,0.42
J6KbPajtaA9qyNLGB,78d6fdb8,3,0.06,2,1538838966276,Sports,0.0072,0.4
yuqsKgwThvQJ3pJxb,78d6fdb8,4,0.72,2,1538838966278,Sports,0.15680000000000002,0.625
JSYpScnHgeTZJTY7d,78d6fdb8,5,0.25,2,1538838966279,Sports,0.125,0.51
62iyPXSxon8wj2fp9,78d6fdb8,6,0.55,2,1538838966281,Sports,0.6050000000000001,0.62
WvCMAJpASiGp7RjFF,16bb2786,7,0.86,2,1538839012535,Politics,1.4791999999999998,0.645
F5qo6PZh8CkL6BTYv,16bb2786,8,0.05,2,1538839012536,Politics,1.805,0.26
RPPDTgjWW82dg9GTj,16bb2786,9,0.2,2,1538839012536,Politics,0.08000000000000002,0.465
LXbkoWiZcZncDxJMu,16bb2786,10,0.25,2,1538839012536,Politics,0.125,0.42
AQ55ExN5RC7m55je9,16bb2786,11,0,2,1538839012536,Politics,0,0.33
2WThAcmjsu8YpZNQm,16bb2786,12,0,2,1538839012537,Politics,0,0.445
TePsJ23F3BZ9K2uyz,85b63d0a,13,0.23,2,1538839023289,Entertainment,0.1058,0.42
7g3gHXnF8jiQjFq8N,85b63d0a,14,0.16,2,1538839023289,Entertainment,1.4111999999999998,0.38
wupN3DjkbpP8Yq638,85b63d0a,15,0.05,2,1538839023292,Entertainment,0.005000000000000001,0.37
t6t3xF64MTdHSuwz8,85b63d0a,16,0.33,2,1538839023293,Entertainment,0.8977999999999998,0.765
6qgcCS7yu89jRJbyC,85b63d0a,17,0.13,2,1538839023295,Entertainment,0.033800000000000004,0.465
iftGsaHRRQmzSYeG9,85b63d0a,18,0.09,2,1538839023297,Entertainment,0.0162,0.315
MAzm2cbTE8NebnnN5,78d6fdb8,7,0.38,2,1538839044467,Politics,0.2888,0.71
drxyeoAq2y4ni2NsZ,78d6fdb8,8,0.08,2,1538839044468,Politics,1.6928,0.315
tuyrpRyoKzL7ABfCR,78d6fdb8,9,0.57,2,1538839044472,Politics,0.6497999999999999,0.655
dAPqZa8yNprtDc8ud,78d6fdb8,10,0.05,2,1538839044474,Politics,0.005000000000000001,0.44
MiaogJdD3PA3YPKHS,78d6fdb8,11,0.59,2,1538839044476,Politics,0.6961999999999999,0.57
WvkpgXSEqYa4Hh3kh,78d6fdb8,12,0.16,2,1538839044478,Politics,0.0512,0.485
ptkqKxfaAQCX6gb7m,78d6fdb8,13,0.67,2,1538839107605,Entertainment,0.8978000000000002,0.615
qYKhC9K6XeA9pTaeh,78d6fdb8,14,0.79,2,1538839107608,Entertainment,0.08819999999999997,0.605
8FANu6ADsZtCwRz34,78d6fdb8,15,0.39,2,1538839107608,Entertainment,0.3042,0.66
4bXoivsws8nEziNF5,78d6fdb8,16,0.5,2,1538839107609,Entertainment,0.5,0.61
zYiBiEAXiY6ecLSZ9,78d6fdb8,17,0.6,2,1538839107611,Entertainment,0.72,0.515
gWfrhYXoJEwcSKaxL,78d6fdb8,18,0.24,2,1538839107613,Entertainment,0.1152,0.56
uKLos5Q4qcoHy22CB,16bb2786,13,0.2,2,1538839187818,Entertainment,0.08000000000000002,0.345
QsgYKwsC3odwas5Fn,16bb2786,14,0.58,2,1538839187819,Entertainment,0.35280000000000006,0.66
7imwETGf6Lkmpd5yF,16bb2786,15,0.39,2,1538839187820,Entertainment,0.3042,0.7
Hst8d2NdKtDnykJgk,16bb2786,16,1,2,1538839187820,Entertainment,0,0.55
Hidp5XyzqsEtbwGJn,16bb2786,17,0.74,2,1538839187821,Entertainment,1.0952,0.53
ebi6popYyeuwAtDQQ,16bb2786,18,0.5,2,1538839187822,Entertainment,0.5,0.585
rfM6GHmzbjqfvQMrg,7a13939d,1,0.74,2,1538839408312,Sports,0.13520000000000001,0.575
md9aoaW2AjSYwkuxD,7a13939d,2,0.92,2,1538839408313,Sports,1.6928,0.61
mTKEuaqerPcaskJ4u,7a13939d,3,0.07,2,1538839408314,Sports,0.009800000000000001,0.38
ZMkM5kWrm4LMTGmQz,7a13939d,4,0.88,2,1538839408314,Sports,0.0288,0.645
Dw9K5fPL2FpaXZZ5n,7a13939d,5,0.15,2,1538839408314,Sports,0.045,0.44
aGQtQYTjSmXWnPwwx,7a13939d,6,0.81,2,1538839408314,Sports,1.3122000000000003,0.595
FZnMiKNm5uF79MoZg,7a13939d,7,0.79,2,1538839447988,Politics,1.2482000000000002,0.595
SjrLeMAddjpBqfLK7,7a13939d,8,0.24,2,1538839447990,Politics,1.1552,0.485
BmbAdQz3pSXAhEizv,7a13939d,9,0.65,2,1538839447990,Politics,0.8450000000000001,0.505
wFubCAM7nzicvM6Qb,7a13939d,10,0.68,2,1538839447990,Politics,0.9248000000000002,0.355
SRXjEzuXBwH5GxvXf,7a13939d,11,0.85,2,1538839447991,Politics,1.4449999999999998,0.48
jf8km3uMxkKrX2gKs,7a13939d,12,0.9,2,1538839447991,Politics,1.62,0.355
LaFfkvZZ82SYXRZ9A,7a13939d,13,0.76,2,1538839473902,Entertainment,1.1552,0.575
KDyTfo4xXbGSSpmMs,7a13939d,14,0.81,2,1538839473902,Entertainment,0.07219999999999996,0.625
yjkojnDKPeEdfwcG2,7a13939d,15,1,2,1538839473903,Entertainment,2,0.53
7JQbQNKRmSAunYvYe,7a13939d,16,0.14,2,1538839473904,Entertainment,1.4791999999999998,0.38
Nweuj7EPyvmRdvv8e,7a13939d,17,0.73,2,1538839473904,Entertainment,1.0657999999999999,0.485
JJznqoLsaxRqi3tPp,7a13939d,18,0.26,2,1538839473905,Entertainment,0.13520000000000001,0.44
Jf9e7J5oE7zPwCtHE,c697efd9,1,0.81,2,1538839576936,Sports,0.07219999999999996,0.53
SNK5jmKF3gyfKwij3,c697efd9,2,0.61,2,1538839576937,Sports,0.7442,0.58
cqWSMnr8kDvo5TvBF,c697efd9,3,0.71,2,1538839576938,Sports,1.0082,0.465
4fSYBufXnGWzNsmx4,c697efd9,4,0.69,2,1538839576939,Sports,0.19220000000000007,0.65
XtZoT8arv3DJFJEAJ,c697efd9,5,0.26,2,1538839576940,Sports,0.13520000000000001,0.5
QygN3vCT8DZp94yXc,c697efd9,6,0.31,2,1538839576941,Sports,0.1922,0.6
mm6BQmJMDMj4hgL5D,c697efd9,7,0.31,2,1538839650267,Politics,0.1922,0.66
j9TGAxnC69EM35hny,c697efd9,8,0.58,2,1538839650268,Politics,0.35280000000000006,0.595
rhFn8XfiW2hW7Sg3z,c697efd9,9,0.63,2,1538839650269,Politics,0.7938000000000001,0.525
MAjo54AbJWcCwhBkA,c697efd9,10,0.23,2,1538839650271,Politics,0.1058,0.41
TwcjrjbbfyHWW7Qis,c697efd9,11,0.3,2,1538839650271,Politics,0.18,0.615
SZL4GCfoFXjiusBcE,c697efd9,12,0.25,2,1538839650272,Politics,0.125,0.475
MmRj68k2cAQ5JDT7F,c697efd9,13,0.27,2,1538839719027,Entertainment,0.1458,0.345
PYMQRvKPMd7h7oMwx,c697efd9,14,0.74,2,1538839719027,Entertainment,0.13520000000000001,0.63
KfrSacYyRk3s7h7yX,c697efd9,15,0.22,2,1538839719028,Entertainment,0.0968,0.48
Yg6es5zcdsyTv5dwt,c697efd9,16,0.65,2,1538839719028,Entertainment,0.24499999999999997,0.58
GHEuaXfaBDaLkTcpJ,c697efd9,17,0.25,2,1538839719031,Entertainment,0.125,0.42
p9zWAqjTd6up8Nj6J,c697efd9,18,0.22,2,1538839719031,Entertainment,0.0968,0.435
keyuD55J6HK7hTqKd,b03963e5,1,0.85,2,1538839993760,Sports,0.04500000000000001,0.615
YEG2rivHT5pHn88Jm,b03963e5,2,0.22,2,1538839993761,Sports,0.0968,0.45
Dsyvi5mmesESh4s3X,b03963e5,3,1,2,1538839993761,Sports,2,0.42
RxMY2KonPZA56jWqs,b03963e5,4,0.2,2,1538839993761,Sports,1.2800000000000002,0.38
SfND9jbb3XS7CRCoz,b03963e5,5,0.09,2,1538839993761,Sports,0.0162,0.275
uymp9mWyHsf7uaKTv,b03963e5,6,0.87,2,1538839993762,Sports,1.5138,0.605
ZNatY5Zj4ahSHLRgc,b03963e5,7,0.87,2,1538840018814,Politics,1.5138,0.6
2scFmGCHbPedxQpT6,b03963e5,8,0.31,2,1538840018814,Politics,0.9521999999999998,0.635
didYRshP8QcR9GgXQ,b03963e5,9,0.89,2,1538840018814,Politics,1.5842,0.53
rKr44MTmNJH7W4M6y,b03963e5,10,0.92,2,1538840018815,Politics,1.6928,0.435
LHaxqJS4aDj2qQs7h,b03963e5,11,0,2,1538840018815,Politics,0,0.34
bFcNjaykQGaQBeJhC,b03963e5,12,0,2,1538840018815,Politics,0,0.395
uPwQfvyxDZmAQZiDe,b03963e5,13,0.28,2,1538840037782,Entertainment,0.15680000000000002,0.35
9QNRaaHwkCBe7zKQc,b03963e5,14,0.93,2,1538840037782,Entertainment,0.009799999999999986,0.65
Tw9dmKNuCJp5Qzgv7,b03963e5,15,0.46,2,1538840037782,Entertainment,0.4232,0.605
6YSrR7s4wGQxc7Jgr,b03963e5,16,0.87,2,1538840037783,Entertainment,0.033800000000000004,0.56
Jzhe2J8KpdmxJaHJn,b03963e5,17,0.48,2,1538840037783,Entertainment,0.4608,0.565
fCKqpJDtdtiGPbhXm,b03963e5,18,0.83,2,1538840037783,Entertainment,1.3778,0.585
fbWrkKQGW2v9KeAgs,e6afa907,1,0.6,2,1538840385932,Sports,0.32000000000000006,0.49
adHjuSaYsa4RvRZjX,e6afa907,2,0.7,2,1538840385932,Sports,0.9799999999999999,0.43
5ffceBjd59uH7eLJc,e6afa907,3,0.3,2,1538840385933,Sports,0.18,0.515
HK6YDXb4wnx98yejr,e6afa907,4,0.64,2,1538840385933,Sports,0.2592,0.545
DM9maykzR8nJJtSvX,e6afa907,5,0.4,2,1538840385934,Sports,0.32000000000000006,0.54
zWLNGRqNuEwnpiut3,e6afa907,6,0.62,2,1538840385935,Sports,0.7688,0.46
hHJjGGExEJQbWmhRM,e6afa907,7,0.55,2,1538840444787,Politics,0.6050000000000001,0.605
9mx945PqqjAMAK6y2,e6afa907,8,0.42,2,1538840444787,Politics,0.6728000000000002,0.545
hHeHtqPPXYto5ARHE,e6afa907,9,0.4,2,1538840444788,Politics,0.32000000000000006,0.52
jeYtmob2M9brHRJ5d,e6afa907,10,0.35,2,1538840444789,Politics,0.24499999999999997,0.44
jnvNcc3hooHgC5qrj,e6afa907,11,0.44,2,1538840444790,Politics,0.3872,0.445
6ZrcySuDuDm933YWZ,e6afa907,12,0.3,2,1538840444790,Politics,0.18,0.455
BQebiCe9aa3ScrFqu,e6afa907,13,0.41,2,1538840504983,Entertainment,0.33619999999999994,0.53
C8bcZMovEEgyKhW4Q,e6afa907,14,0.63,2,1538840504984,Entertainment,0.2738,0.555
f8gzRaYh9nA28Zcrz,e6afa907,15,0.41,2,1538840504985,Entertainment,0.33619999999999994,0.575
mfvqEFyuQexJRhfua,e6afa907,16,0.41,2,1538840504986,Entertainment,0.6962000000000002,0.5
Z8knzqSABpt9Z4gJP,e6afa907,17,0.6,2,1538840504987,Entertainment,0.72,0.42
EyAdpQLYLtFvQi5yB,e6afa907,18,0.58,2,1538840504987,Entertainment,0.6728,0.535
KqC4L3eLw9tnJbvpL,3d6e69ea,1,0.67,2,1538840770017,Sports,0.21779999999999994,0.52
ijqf4BvqKmhZc2nTM,3d6e69ea,2,0.65,2,1538840770018,Sports,0.8450000000000001,0.515
BezCvsB72cBhg3e5Z,3d6e69ea,3,0.64,2,1538840770020,Sports,0.8192,0.445
3KrR4veWNrkBMGNae,3d6e69ea,4,0.75,2,1538840770020,Sports,0.125,0.605
RWbmEQqorT9NRXEMy,3d6e69ea,5,0.89,2,1538840770021,Sports,1.5842,0.45
G38DfFHsMSDSoAyzs,3d6e69ea,6,0.66,2,1538840770021,Sports,0.8712000000000001,0.51
8A4o8kTnoJgTQHnHY,3d6e69ea,7,0.65,2,1538840780006,Politics,0.8450000000000001,0.61
pYWu5krXEuWq6Jcgd,3d6e69ea,8,0.67,2,1538840780006,Politics,0.21779999999999994,0.535
rmY4rwEjmsak8e2HY,3d6e69ea,9,0.68,2,1538840780008,Politics,0.9248000000000002,0.47
wWjXGj96qaRmHhNg9,3d6e69ea,10,0.56,2,1538840780008,Politics,0.6272000000000001,0.38
4QA9qNCqehbWRGo5s,3d6e69ea,11,0.33,2,1538840780008,Politics,0.21780000000000002,0.545
r4DhsW7cx4mwchz9J,3d6e69ea,12,0.6,2,1538840780008,Politics,0.72,0.35
BDWJSZDgqBGYfAo9y,3d6e69ea,13,0.75,2,1538840793528,Entertainment,1.125,0.555
pFbWNE65YADbKsDYR,3d6e69ea,14,0.61,2,1538840793528,Entertainment,0.3042,0.555
C4Au2ntE35Z86966H,3d6e69ea,15,0.61,2,1538840793528,Entertainment,0.7442,0.48
dvqMiE8caLNDbogAo,3d6e69ea,16,0.67,2,1538840793528,Entertainment,0.21779999999999994,0.49
ZmCorBpYtQ4P3Qm7P,3d6e69ea,17,0.58,2,1538840793530,Entertainment,0.6728,0.585
vbGBT4RR8H5BAZFvK,3d6e69ea,18,0.65,2,1538840793530,Entertainment,0.8450000000000001,0.46
Fhr7hSoKhbcTJEy63,16a601d1,1,1,2,1538842936896,Sports,0,0.56
ac22BFAR73kbJKmHg,16a601d1,2,0.2,2,1538842936898,Sports,0.08000000000000002,0.46
7BXTsfGxDzz6S5w4d,16a601d1,3,0.85,2,1538842936898,Sports,1.4449999999999998,0.51
wrwdainQ2uMmE4n3i,16a601d1,4,1,2,1538842936900,Sports,0,0.64
CvRppygGYhC2jHJzi,16a601d1,5,0.15,2,1538842936900,Sports,0.045,0.41
TYMBWy4B8wMhwHgXp,16a601d1,6,0.82,2,1538842936900,Sports,1.3447999999999998,0.56
QHaiXSkDfmziLhNaq,16a601d1,7,0.85,2,1538843162727,Politics,1.4449999999999998,0.625
hBLb4J5ta9XMvJoAB,16a601d1,8,0.35,2,1538843162727,Politics,0.8450000000000001,0.71
W4vdkPkMb5ebgyYDv,16a601d1,9,0.97,2,1538843162728,Politics,1.8818,0.535
3QamceR9LwDG8Nymh,16a601d1,10,0,2,1538843162729,Politics,0,0.375
J8SBBvnNTjaW2mKuB,16a601d1,11,0,2,1538843162729,Politics,0,0.365
7vRJzcmz7uKNiKonD,16a601d1,12,0.8,2,1538843162730,Politics,1.2800000000000002,0.415
4RNxTMxGfKe82YqRa,16a601d1,13,0.95,2,1538843483390,Entertainment,1.805,0.61
zj2Q2wWDn7szbzzmH,16a601d1,14,0.2,2,1538843483391,Entertainment,1.2800000000000002,0.31
h7foRGQjCXNEkwdmv,16a601d1,15,0.99,2,1538843483392,Entertainment,1.9602,0.56
Mr9i58hjT4ignA7pv,16a601d1,16,0.5,2,1538843483393,Entertainment,0.5,0.585
iwSaBnpQMLLJLY6xZ,16a601d1,17,1,2,1538843483394,Entertainment,2,0.54
Ln9QJCGczeFnqj3mx,16a601d1,18,0.95,2,1538843483394,Entertainment,1.805,0.535
X7DCnHPeCthQqDtda,6725369c,1,0.79,2,1538843691132,Sports,0.08819999999999997,0.57
ZqW3ENsrN9fyZ9o7Q,6725369c,2,1,2,1538843691133,Sports,2,0.535
c8E3PpJsyJG59NC7m,6725369c,3,0.28,2,1538843691134,Sports,0.15680000000000002,0.395
NrFJsRq5YkRf3tbCL,6725369c,4,0.9,2,1538843691135,Sports,0.01999999999999999,0.615
cHhC9gBc8EWvSXX86,6725369c,5,0.62,2,1538843691135,Sports,0.7688,0.495
k3mqX4T3rZJ4hzR8n,6725369c,6,0.73,2,1538843691135,Sports,1.0657999999999999,0.515
ztcZFdZTDfyoRsPwg,6725369c,7,0.86,2,1538843702646,Politics,1.4791999999999998,0.57
MuvsMLMGbCoWpZhc6,6725369c,8,0.82,2,1538843702646,Politics,0.06480000000000004,0.565
wjkRaeDhLbvPQGDoJ,6725369c,9,0.29,2,1538843702648,Politics,0.1682,0.475
cPRwaFuPTXvQB3e9P,6725369c,10,0.72,2,1538843702648,Politics,1.0368,0.355
hqmmQLCm4fWzuPoZ3,6725369c,11,0.77,2,1538843702648,Politics,1.1858,0.43
nZtH2v6XzTsRpFXnA,6725369c,12,0,2,1538843702649,Politics,0,0.345
tck6vNoBrdhuJyTL6,6725369c,13,0.74,2,1538843713102,Entertainment,1.0952,0.6
Yz4qTgh42kjLnft8x,6725369c,14,0.38,2,1538843713103,Entertainment,0.7688,0.62
SvdBBmZDnDNnhC6gA,6725369c,15,0.64,2,1538843713104,Entertainment,0.8192,0.56
FT9x2NmD73GK8KpuY,6725369c,16,0.79,2,1538843713104,Entertainment,0.08819999999999997,0.525
wuANWxBhDgMsCn7cx,6725369c,17,0.39,2,1538843713105,Entertainment,0.3042,0.635
FwmW52rP9ZgALspzc,6725369c,18,0.47,2,1538843713105,Entertainment,0.44179999999999997,0.535
5ki7TEq4YfzXerNz2,e8c8dd05,1,0.8,2,1538843841960,Sports,0.07999999999999996,0.695
LWJHdLnc4mSfua3CH,e8c8dd05,2,0.32,2,1538843841964,Sports,0.2048,0.775
rLniDyiYYFMgC96qz,e8c8dd05,3,0.21,2,1538843841967,Sports,0.08819999999999999,0.57
mdCAE6fKJg4C6MJug,e8c8dd05,4,0,2,1538843841970,Sports,2,0.255
MoTWHpzmMpm4MqbNQ,e8c8dd05,5,0.73,2,1538843841974,Sports,1.0657999999999999,0.57
zXptFmxcZ3fDLfByf,e8c8dd05,6,0.08,2,1538843841978,Sports,0.0128,0.38
BfHcgeybTfSrShub6,cf4111f9,1,0.23,2,1538843945053,Sports,1.1858,0.44
RnuPs45GFeDgpHhad,cf4111f9,2,0.05,2,1538843945056,Sports,0.005000000000000001,0.3
FmnRmZ8JsmZ5jYJvx,cf4111f9,3,0.05,2,1538843945058,Sports,0.005000000000000001,0.385
nGggJL3uJxzFN2xhz,cf4111f9,4,0.46,2,1538843945059,Sports,0.5832,0.765
y7AzoRJzfkMT85XEX,cf4111f9,5,0.02,2,1538843945062,Sports,8e-4,0.375
hqNoqT2KEGgrqB9QS,cf4111f9,6,0.13,2,1538843945063,Sports,0.033800000000000004,0.4
HkL9aEDHmPjPo2JJi,e8c8dd05,7,0,2,1538843948617,Politics,0,0.37
9hfAGYp6DEp5TM2bx,e8c8dd05,8,0.17,2,1538843948620,Politics,1.3778,0.465
yjheZnPJSpnXGEP3s,e8c8dd05,9,0.85,2,1538843948623,Politics,1.4449999999999998,0.705
eDdGRYNdYAASmE44x,e8c8dd05,10,0.07,2,1538843948626,Politics,0.009800000000000001,0.495
Nz8hj75Ra3cKF8Q4x,e8c8dd05,11,0.74,2,1538843948628,Politics,1.0952,0.495
GzvBAmW99E8SS57qq,e8c8dd05,12,0,2,1538843948630,Politics,0,0.47
iRopxzLPRxnLStTjP,cf4111f9,7,0.32,2,1538844008199,Politics,0.2048,0.775
pM8Bbsrkpt8N6MCit,cf4111f9,8,0.27,2,1538844008199,Politics,1.0657999999999999,0.495
KSxNx9bNsz4qZi2cn,cf4111f9,9,0.6,2,1538844008202,Politics,0.72,0.625
QrH9XGvS75qFQJDWm,cf4111f9,10,0.06,2,1538844008202,Politics,0.0072,0.565
s3N2rmKg3cfYytwCy,cf4111f9,11,0.16,2,1538844008204,Politics,0.0512,0.58
fiPaCkGisyN2mkmFG,cf4111f9,12,0.09,2,1538844008204,Politics,0.0162,0.51
RKYjSrEjvP5WPfRti,e8c8dd05,13,0.07,2,1538844032823,Entertainment,0.009800000000000001,0.335
EuKGQcfRqtneEyWR3,e8c8dd05,14,0.07,2,1538844032828,Entertainment,1.7297999999999998,0.285
Wo5N2M449hBfC2m59,e8c8dd05,15,0.72,2,1538844032838,Entertainment,1.0368,0.65
xTempcLGhZaYMxXEX,e8c8dd05,16,0.15,2,1538844032841,Entertainment,1.4449999999999998,0.45
bz3kKHC3j3T99aSft,e8c8dd05,17,0.8,2,1538844032847,Entertainment,1.2800000000000002,0.69
cF9sM3AdjKtjNRw2w,e8c8dd05,18,0.04,2,1538844032850,Entertainment,0.0032,0.335
wHzsrRhaiaDKKAXta,cf4111f9,13,0.72,2,1538844062582,Entertainment,1.0368,0.66
TNYLP6knQM5Dm5fCi,cf4111f9,14,0.68,2,1538844062584,Entertainment,0.20479999999999993,0.665
KDdhtoFX3664ruSM5,cf4111f9,15,0.2,2,1538844062586,Entertainment,0.08000000000000002,0.555
d6MwGENwwL6QdsRve,cf4111f9,16,0.01,2,1538844062590,Entertainment,1.9602,0.31
tMzSKANK3JypWyRP7,cf4111f9,17,0.08,2,1538844062590,Entertainment,0.0128,0.355
oxxrE9HDTvYD8Ftdc,cf4111f9,18,0.54,2,1538844062592,Entertainment,0.5832,0.66
FFtMT25Zkp2DbEAi9,0db93e89,1,0.37,2,1538847710816,Sports,0.7938000000000001,0.605
BkryZ8STaggumt4DX,0db93e89,2,0.67,2,1538847710816,Sports,0.8978000000000002,0.53
XT4TxYFWYcJr9Dof8,0db93e89,3,0.63,2,1538847710817,Sports,0.7938000000000001,0.43
Yrwh8WHLf6p6wpszQ,0db93e89,4,0,2,1538847710818,Sports,2,0.155
qXbLsQXkAvdvJHobm,0db93e89,5,0.33,2,1538847710818,Sports,0.21780000000000002,0.605
vPKYBM8ncsWk5LJnq,0db93e89,6,0.67,2,1538847710818,Sports,0.8978000000000002,0.505
qzMpmhFHtyyTiTPJP,0db93e89,7,0.31,2,1538847733410,Politics,0.1922,0.645
fiRy5QH5M89rTrTdv,0db93e89,8,0.54,2,1538847733412,Politics,0.4231999999999999,0.615
NhnEYJvjSvcvwnAcd,0db93e89,9,0.75,2,1538847733412,Politics,1.125,0.51
rYLCpGyXwmmuxHTDc,0db93e89,10,0.17,2,1538847733413,Politics,0.05780000000000001,0.42
nAZ2aBApoBgRiWrbH,0db93e89,11,0.22,2,1538847733414,Politics,0.0968,0.44
g6pjYGfsHvLghL8WT,0db93e89,12,0.55,2,1538847733415,Politics,0.6050000000000001,0.395
WvwMstsWMubbRKghi,0db93e89,13,0.55,2,1538847753555,Entertainment,0.6050000000000001,0.62
yR7XDbvYcqrRjTmJA,0db93e89,14,0.97,2,1538847753555,Entertainment,0.0018000000000000032,0.575
unDHEPFNZHJYAKqu3,0db93e89,15,0.62,2,1538847753556,Entertainment,0.7688,0.565
S8efTkRyn4H7RPmQe,0db93e89,16,0.42,2,1538847753556,Entertainment,0.6728000000000002,0.53
4sLh89zjespQo4acg,0db93e89,17,0.45,2,1538847753558,Entertainment,0.405,0.575
gs3MTiAGzqtuK85SG,0db93e89,18,0.58,2,1538847753558,Entertainment,0.6728,0.55
NmDc7bidwQpYEchoz,dcf39ee4,1,0.7,2,1538847933179,Sports,0.18000000000000005,0.49
oP743tCMqcrwAyB4n,dcf39ee4,2,0.3,2,1538847933179,Sports,0.18,0.56
Y9MM2qDcg9ZBGPPsH,dcf39ee4,3,0.2,2,1538847933180,Sports,0.08000000000000002,0.4
HnTefsngvMyPiE2Bs,dcf39ee4,4,0.8,2,1538847933180,Sports,0.07999999999999996,0.615
zsmES4EwuBmD44khN,dcf39ee4,5,0.5,2,1538847933181,Sports,0.5,0.485
XvF3D8RmrAH8n26nF,dcf39ee4,6,0.2,2,1538847933181,Sports,0.08000000000000002,0.39
XWscibsS3gRbHmksb,dcf39ee4,7,0.7,2,1538848054307,Politics,0.9799999999999999,0.59
e42mKcpXNHDmZSTfp,dcf39ee4,8,0.3,2,1538848054308,Politics,0.9799999999999999,0.55
ti7NrFiEasfozfA8R,dcf39ee4,9,0.3,2,1538848054309,Politics,0.18,0.6
f36fN8WwARXcnTuHh,dcf39ee4,10,0.3,2,1538848054309,Politics,0.18,0.45
